函数名,独占样本数,独占样本数百分比,非独占样本数,非独占样本数百分比,源行开始,源字符开始,源行结束,源字符结束,
"std::vector<std::_Loop_vals_t,std::allocator<std::_Loop_vals_t> >::~vector<std::_Loop_vals_t,std::allocator<std::_Loop_vals_t> >",2,0.03,2,0.03,944,0,944,0,
"std::vector<std::_Loop_vals_t,std::allocator<std::_Loop_vals_t> >::capacity",2,0.03,2,0.03,"1,009",0,"1,009",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Buy",2,0.03,2,0.03,"1,558",0,"1,558",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Grow_to",2,0.03,2,0.03,"1,571",0,"1,571",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Reserve",2,0.03,2,0.03,"1,612",0,"1,612",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::empty",2,0.03,2,0.03,"1,157",0,"1,157",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::operator[]",2,0.03,2,0.03,"1,197",0,"1,197",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",2,0.03,2,0.03,730,0,730,0,
"std::vector<Symbol *,std::allocator<Symbol *> >::_Orphan_range",2,0.03,2,0.03,"1,764",0,"1,764",0,
"std::vector<Symbol *,std::allocator<Symbol *> >::size",2,0.03,2,0.03,"1,148",0,"1,148",0,
"std::vector<unsigned int,std::allocator<bool> >::capacity",2,0.03,2,0.03,"1,009",0,"1,009",0,
"Symbol::~Symbol",2,0.03,7,0.09,0,0,0,0,
"Symbol::Symbol",2,0.03,3,0.04,31,0,31,0,
"SymbolParserThread::ParseFileSymbols",2,0.03,245,3.31,173,0,173,0,
"SymbolParserThread::ParseFileSymbols",2,0.03,"3,823",51.73,215,0,215,0,
"SymbolParserThread::ParseFileSymbols",2,0.03,186,2.52,225,0,225,0,
"wxAppConsole::GetInstance",2,0.03,2,0.03,287,0,287,0,
"wxObject::~wxObject",2,0.03,2,0.03,413,0,413,0,
"??_EwxwxSizerItemListNode@@UAEPAXI@Z",1,0.01,1,0.01,0,0,0,0,
"??0wxKeyEvent@@QAE@H@Z",1,0.01,1,0.01,0,0,0,0,
"??0wxPen@@QAE@XZ",1,0.01,1,0.01,0,0,0,0,
"??1wxEventPtr@@QAE@XZ",1,0.01,1,0.01,0,0,0,0,
"??1wxMemoryInputStream@@UAE@XZ",1,0.01,1,0.01,0,0,0,0,
"??H@YA?AVwxString@@ABV0@PBD@Z",1,0.01,17,0.23,0,0,0,0,
"?Alloc@wxString@@QAE_NI@Z",1,0.01,5,0.07,0,0,0,0,
"?AllowProcessing@wxEventLoop@@SA_NPAVwxWindow@@@Z",1,0.01,1,0.01,0,0,0,0,
"?append@wxStringBase@@QAEAAV1@PBDI@Z",1,0.01,2,0.03,0,0,0,0,
"?AssignCopy@wxStringBase@@IAE_NIPBD@Z",1,0.01,14,0.19,0,0,0,0,
"?begin@wxStringBase@@QAEPADXZ",1,0.01,146,1.98,0,0,0,0,
"?compare@wxStringBase@@QBEHPBD@Z",1,0.01,31,0.42,0,0,0,0,
"?Contains@wxRect@@QBE_NHH@Z",1,0.01,1,0.01,0,0,0,0,
"?DoGet@wxHashTableBase@@IBEPAXJJ@Z",1,0.01,3,0.04,0,0,0,0,
"?end@wxStringBase@@QAEPADXZ",1,0.01,71,0.96,0,0,0,0,
"?erase@wxStringBase@@QAEAAV1@II@Z",1,0.01,26,0.35,0,0,0,0,
"?FindOrCreateBrush@wxBrushList@@QAEPAVwxBrush@@ABVwxColour@@H@Z",1,0.01,1,0.01,0,0,0,0,
"?GetBackgroundColour@wxWindowBase@@QBE?AVwxColour@@XZ",1,0.01,1,0.01,0,0,0,0,
"?GetC@wxInputStream@@QAEHXZ",1,0.01,58,0.78,0,0,0,0,
"?GetChildren@wxSizer@@QAEAAVwxSizerItemList@@XZ",1,0.01,1,0.01,0,0,0,0,
"?GetEventHashTable@wxWindow@@MBEAAVwxEventHashTable@@XZ",1,0.01,1,0.01,0,0,0,0,
"?GetFirst@wxObjectList@@QBEPAVwxObjectListNode@@XZ",1,0.01,1,0.01,0,0,0,0,
"?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ",1,0.01,1,0.01,0,0,0,0,
"?GetNextToken@wxStringTokenizer@@QAE?AVwxString@@XZ",1,0.01,2,0.03,0,0,0,0,
"?GetTraceMask@wxLog@@SAKXZ",1,0.01,1,0.01,0,0,0,0,
"?HandleEvent@wxEventHashTable@@QAE_NAAVwxEvent@@PAVwxEvtHandler@@@Z",1,0.01,"2,803",37.92,0,0,0,0,
"?HitTest@wxAuiManager@@IAEPAVwxAuiDockUIPart@@HH@Z",1,0.01,2,0.03,0,0,0,0,
"?InitWith@wxStringBase@@IAEXPBDII@Z",1,0.01,4,0.05,0,0,0,0,
"?IsShownOnScreen@wxWindowBase@@UBE_NXZ",1,0.01,1,0.01,0,0,0,0,
"?MSWDefWindowProc@wxWindow@@UAEJIIJ@Z",1,0.01,31,0.42,0,0,0,0,
"?MSWWindowProc@wxWindow@@UAEJIIJ@Z",1,0.01,37,0.50,0,0,0,0,
"?Ok@wxBrush@@QBE_NXZ",1,0.01,1,0.01,0,0,0,0,
"?OnNextIteration@wxEventLoop@@MAEXXZ",1,0.01,1,0.01,0,0,0,0,
"?OnSize@wxAuiManager@@IAEXAAVwxSizeEvent@@@Z",1,0.01,2,0.03,0,0,0,0,
"?SetColumnWidth@wxListCtrl@@QAE_NHH@Z",1,0.01,1,0.01,0,0,0,0,
"?Translate@wxAcceleratorTable@@QBE_NPAVwxWindow@@PAUtagMSG@@@Z",1,0.01,8,0.11,0,0,0,0,
"?TryParent@wxWindowBase@@MAE_NAAVwxEvent@@@Z",1,0.01,2,0.03,0,0,0,0,
"?TryValidator@wxWindowBase@@MAE_NAAVwxEvent@@@Z",1,0.01,2,0.03,0,0,0,0,
"?Ungetch@wxInputStream@@QAE_ND@Z",1,0.01,62,0.84,0,0,0,0,
"?wxVLogTrace@@YAXKPBDPAD@Z",1,0.01,2,0.03,0,0,0,0,
"@ILT+101015(??_E_Node_rep@std@@UAEPAXI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+103365(??0wxStringBase@@QAE@PBD@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+103790(??0?$allocator@I@std@@QAE@ABV01@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+105630(?_Ufill@?$vector@IV?$allocator@_N@std@@@std@@IAEPAIPAIIPBI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+12910(?Read@wxInputStream@@UAEAAV1@PAXI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+13735(??_E_Node_base@std@@UAEPAXI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+14450(??1wxStringBase@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+1505(??$_Debug_pointer@U_Loop_vals_t@std@@@std@@YAXPAU_Loop_vals_t@0@PB_WI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+16735(??0?$_Tree_alloc@$0A@U?$_Tree_base_types@VwxString@@V?$allocator@VwxString@@@std@@@std@@@std@@QAE@ABV?$allocator@VwxString@@@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+17180(?_Kfn@?$_Tset_traits@UEntry@AutoCompleteManager@@U?$less@UEntry@AutoCompleteManager@@@std@@V?$allocator@UEntry@AutoCompleteManager@@@4@$0A@@std@@SAABUEntry@AutoCompleteManager@@ABU34@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+18720(??3@YAXPAX@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+19170(?erase@wxStringBase@@QAEAAV1@II@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+19410(??0?$_Iterator012@Urandom_access_iterator_tag@std@@_NHPA_N_NU_Iterator_base12@2@@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+20450(?select_on_container_copy_construction@?$_Wrap_alloc@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@@std@@QBE?AU12@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+20665(??0?$_Vector_val@U?$_Simple_types@I@std@@@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+20835(??$forward@AAU_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@YAAAU_Grp_t@?$_Tgt_state_t@PBD@0@AAU120@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+22830(??AwxEventTableEntryPointerArray@@QBEAAPBUwxEventTableEntry@@I@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+22935(?AssignCopy@wxStringBase@@IAE_NIPBD@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+23725(??9?$_Vb_const_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@QBE_NABV01@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+25160(?size@?$vector@U_Grp_t@?$_Tgt_state_t@PBD@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@3@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+25670(??$_Debug_range@PBI@std@@YAXPBI0PB_WI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+26835(?_Free_proxy@?$_Vector_alloc@$0A@U?$_Vec_base_types@U_Loop_vals_t@std@@V?$allocator@U_Loop_vals_t@std@@@2@@std@@@std@@QAEXXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+27285(?deallocate@?$allocator@D@std@@QAEXPADI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+28485(?LastRead@wxInputStream@@UBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+30145(??1?$regex_traits@D@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+30360(?_Mark_final@?$_Builder@PBDDV?$regex_traits@D@std@@@std@@QAEXXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+31510(?capacity@?$vector@IV?$allocator@_N@std@@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+3450(??$_Ucopy@V?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@@std@@@std@@@?$vector@U_Grp_t@?$_Tgt_state_t@PBD@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@3@@std@@IAEPAU_Grp_t@?$_Tgt_state_t@PBD@1@V?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@@std@@@1@0PAU231@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+34985(?max_size@?$vector@IV?$allocator@_N@std@@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+37895(??0wxStringBase@@QAE@ABV0@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+38465(??0wxString@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+39185(??0?$allocator@_N@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+40150(??0?$_Vb_iter_base@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@QAE@PBIIPBU_Container_base12@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+42750(??$_Unchecked@V?$_Vb_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@@std@@YA?AV?$_Vb_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@0@V10@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+43105(?_Left@?$_Tree_val@U?$_Tree_simple_types@VwxString@@@std@@@std@@SAAAPAU?$_Tree_node@VwxString@@PAX@2@PAU32@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+44390(??1?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@I@std@@@std@@@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+44605(?_Grow_to@?$vector@IV?$allocator@_N@std@@@std@@IBEII@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+45785(??0?$_Vector_alloc@$0A@U?$_Vec_base_types@U_Grp_t@?$_Tgt_state_t@PBD@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@3@@std@@@std@@QAE@ABV?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+47150(?deallocate@?$_Wrap_alloc@V?$allocator@U?$_Tree_node@VwxString@@PAX@std@@@std@@@std@@QAEXPAU?$_Tree_node@VwxString@@PAX@2@I@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+47490(?_ClassAtom@?$_Parser@PBDDV?$regex_traits@D@std@@@std@@AAE?AW4_Prs_ret@2@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+48440(_memcpy)",1,0.01,1,0.01,0,0,0,0,
"@ILT+49055(?_Destroy@?$vector@IV?$allocator@_N@std@@@std@@IAEXPAI0@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+49105(??1?$_Vector_val@U?$_Simple_types@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+49430(??$destroy@U_Grp_t@?$_Tgt_state_t@PBD@std@@@?$_Wrap_alloc@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@@std@@QAEXPAU_Grp_t@?$_Tgt_state_t@PBD@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+51120(?deallocate@?$_Wrap_alloc@V?$allocator@I@std@@@std@@QAEXPAII@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+53865(??4wxString@@QAEAAV0@D@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+55975(??4?$_Bt_state_t@PBD@std@@QAEAAV01@ABV01@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+57850(?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBD0@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+59230(_strcmp)",1,0.01,1,0.01,0,0,0,0,
"@ILT+61025(??0?$_Vb_val@V?$allocator@_N@std@@@std@@QAE@IAB_NABV?$allocator@_N@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+61045(??0?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@QAE@ABV01@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+64910(??$forward@_N@std@@YA$$QA_NAA_N@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+66940(?OnSysRead@wxStringInputStream@@MAEIPAXI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+6780(?_Insert_n@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@2@V?$_Vb_const_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@2@IAB_N@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+67900(?_Getal@?$_Tree_alloc@$0A@U?$_Tree_base_types@VwxString@@V?$allocator@VwxString@@@std@@@std@@@std@@QBE?AU?$_Wrap_alloc@V?$allocator@U?$_Tree_node@VwxString@@PAX@std@@@std@@@2@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+70065(??$_Iter_cat@PBU_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@YA?AUrandom_access_iterator_tag@0@ABQBU_Grp_t@?$_Tgt_state_t@PBD@0@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+71505(?IsSpace@@YA_ND@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+71600(@_RTC_CheckStackVars@8)",1,0.01,1,0.01,0,0,0,0,
"@ILT+71695(??1?$_Vector_val@U?$_Simple_types@I@std@@@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+72445(?construct@?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@QAEXPAU_Grp_t@?$_Tgt_state_t@PBD@2@ABU342@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+74080(?select_on_container_copy_construction@?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@QBE?AV12@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+74240(?data@wxStringData@@QBEPADXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+75055(??$_Uninitialized_move@PAIPAIU?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@YAPAIPAI00AAU?$_Wrap_alloc@V?$allocator@I@std@@@0@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+75175(?size@?$vector@_NV?$allocator@_N@std@@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+75945(??0?$_Tree_unchecked_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@VwxString@@@std@@@std@@U_Iterator_base12@2@@std@@QAE@PAU?$_Tree_node@VwxString@@PAX@1@PBV?$_Tree_val@U?$_Tree_simple_types@VwxString@@@std@@@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+76250(??$construct@UEntry@AutoCompleteManager@@U12@@?$allocator@U?$_Tree_node@UEntry@AutoCompleteManager@@PAX@std@@@std@@QAEXPAUEntry@AutoCompleteManager@@$$QAU23@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+7685(?_Alternative@?$_Parser@PBDDV?$regex_traits@D@std@@@std@@AAE_NXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+77075(??$_Uninit_copy@PAIPAIU?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@YAPAIPAI00AAU?$_Wrap_alloc@V?$allocator@I@std@@@0@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+79380(?size@?$vector@PAVSymbol@@V?$allocator@PAVSymbol@@@std@@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+79540(??$construct@U_Grp_t@?$_Tgt_state_t@PBD@std@@AAU123@@?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@QAEXPAU_Grp_t@?$_Tgt_state_t@PBD@1@AAU231@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+80800(??1_Iterator_base12@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+85115(??$forward@ABUEntry@AutoCompleteManager@@@std@@YAABUEntry@AutoCompleteManager@@ABU12@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+85295(?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+85345(??0_Iterator_base12@std@@QAE@ABU01@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+85830(?_Alloc_proxy@?$_Vector_alloc@$0A@U?$_Vec_base_types@IV?$allocator@_N@std@@@std@@@std@@QAEXXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+85955(?_Do_class@?$_Matcher@PBDDV?$regex_traits@D@std@@PBD@std@@AAE_NPAV_Node_base@2@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+86395(??$_Debug_pointer@I@std@@YAXPBIPB_WI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+88125(?_Free_proxy@?$_Vector_alloc@$0A@U?$_Vec_base_types@U_Grp_t@?$_Tgt_state_t@PBD@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@PBD@std@@@3@@std@@@std@@QAEXXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+88570(?append@wxStringBase@@QAEAAV1@PBDI@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+88780(?_New_node@?$_Builder@PBDDV?$regex_traits@D@std@@@std@@AAEPAV_Node_base@2@W4_Node_type@2@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+89635(?_Key@?$_Tree@V?$_Tset_traits@UEntry@AutoCompleteManager@@U?$less@UEntry@AutoCompleteManager@@@std@@V?$allocator@UEntry@AutoCompleteManager@@@4@$0A@@std@@@std@@IBEABUEntry@AutoCompleteManager@@PAU?$_Tree_node@UEntry@AutoCompleteManager@@PAX@2@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+90570(??$destroy@VwxString@@@?$_Wrap_alloc@V?$allocator@U?$_Tree_node@VwxString@@PAX@std@@@std@@@std@@QAEXPAVwxString@@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+91015(??0_Iterator_base12@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+91985(??$_Debug_range2@PBU_Grp_t@?$_Tgt_state_t@PBD@std@@@std@@YAXPBU_Grp_t@?$_Tgt_state_t@PBD@0@0PB_WIUrandom_access_iterator_tag@0@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+92860(??BwxString@@QBEPBDXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+93360(??0?$allocator@D@std@@QAE@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+93655(??$?0V?$allocator@_N@std@@@?$_Wrap_alloc@V?$allocator@U_Container_proxy@std@@@std@@@std@@QAE@ABV?$allocator@_N@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+93985(?_Expand@?$_Buf@D@std@@AAEXH@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+94045(??$_Reset@PBD@?$basic_regex@DV?$regex_traits@D@std@@@std@@AAEXPBD0W4syntax_option_type@regex_constants@1@Uforward_iterator_tag@1@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+94745(?construct@?$allocator@U_Loop_vals_t@std@@@std@@QAEXPAU_Loop_vals_t@2@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+96605(?capacity@?$vector@U_Loop_vals_t@std@@V?$allocator@U_Loop_vals_t@std@@@2@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+97435(?GetStringData@wxStringBase@@IBEPAUwxStringData@@XZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+97860(?max_size@?$allocator@U_Loop_vals_t@std@@@std@@QBEIXZ)",1,0.01,1,0.01,0,0,0,0,
"@ILT+99705(?FilterEvent@wxAppConsole@@UAEHAAVwxEvent@@@Z)",1,0.01,1,0.01,0,0,0,0,
"@ILT+99850(??2@YAPAXI@Z)",1,0.01,1,0.01,0,0,0,0,
"[LPK.dll]",1,0.01,3,0.04,0,0,0,0,
"[msvcrt.dll]",1,0.01,1,0.01,0,0,0,0,
"[RPCRT4.dll]",1,0.01,1,0.01,0,0,0,0,
"__security_check_cookie",1,0.01,1,0.01,52,0,52,0,
"_memset",1,0.01,1,0.01,0,0,0,0,
"_RTC_CheckStackVars",1,0.01,1,0.01,71,0,71,0,
"_RTC_CheckStackVars",1,0.01,1,0.01,72,0,72,0,
"_RTC_CheckStackVars",1,0.01,1,0.01,77,0,77,0,
"_strcmp",1,0.01,1,0.01,0,0,0,0,
"AutoCompleteManager::Entry::Entry",1,0.01,20,0.27,0,0,0,0,
"GetToken",1,0.01,1,0.01,120,0,120,0,
"GetToken",1,0.01,2,0.03,144,0,144,0,
"GetToken",1,0.01,7,0.09,189,0,189,0,
"GetToken",1,0.01,1,0.01,192,0,192,0,
"GetToken",1,0.01,31,0.42,198,0,198,0,
"IsDigit",1,0.01,1,0.01,42,0,42,0,
"IsDigit",1,0.01,1,0.01,43,0,43,0,
"isIdentify",1,0.01,"2,830",38.29,148,0,148,0,
"operator new",1,0.01,1,0.01,61,0,61,0,
"SkipWhitespace",1,0.01,6,0.08,51,0,51,0,
"SkipWhitespace",1,0.01,1,0.01,72,0,72,0,
"std::_Alloc_destroy::_Fn<std::_Wrap_alloc<std::allocator<std::_List_unchecked_const_iterator<std::_List_val<std::_List_simple_types<Project::File *> >,std::_Iterator_base0> > >,std::_List_unchecked_const_iterator<std::_List_val<std::_List_simple_types<Project::File *> >,std::_Iterator_base0> >",1,0.01,1,0.01,361,0,361,0,
"std::_Allocate<std::_Container_proxy>",1,0.01,1,0.01,25,0,25,0,
"std::_Allocate<std::_Tree_node<AutoCompleteManager::Entry,void *> >",1,0.01,1,0.01,22,0,22,0,
"std::_Bitmap::_Bitmap",1,0.01,1,0.01,"1,594",0,"1,594",0,
"std::_Buf<char>::_Buf<char>",1,0.01,1,0.01,"1,524",0,"1,524",0,
"std::_Buf<char>::_Expand",1,0.01,1,0.01,"1,576",0,"1,576",0,
"std::_Buf<char>::_Insert",1,0.01,21,0.28,"1,558",0,"1,558",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_array",1,0.01,3,0.04,"3,703",0,"3,703",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_array",1,0.01,1,0.01,"3,710",0,"3,710",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_bitmap",1,0.01,1,0.01,"3,692",0,"3,692",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_class",1,0.01,1,0.01,"3,716",0,"3,716",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_range",1,0.01,1,0.01,"3,737",0,"3,737",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_range",1,0.01,1,0.01,"3,744",0,"3,744",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_range",1,0.01,1,0.01,"3,745",0,"3,745",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_range",1,0.01,1,0.01,"3,747",0,"3,747",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Begin_capture_group",1,0.01,1,0.01,"3,914",0,"3,914",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Begin_if",1,0.01,1,0.01,"3,932",0,"3,932",0,
"std::_Container_proxy::_Container_proxy",1,0.01,1,0.01,69,0,69,0,
"std::_Copy_impl<std::_Tgt_state_t<char const *>::_Grp_t *,std::_Tgt_state_t<char const *>::_Grp_t *>",1,0.01,1,0.01,"2,045",0,"2,045",0,
"std::_Copy_impl<unsigned int *,unsigned int *>",1,0.01,1,0.01,"2,057",0,"2,057",0,
"std::_Copy_impl<unsigned int *,unsigned int *>",1,0.01,1,0.01,"2,067",0,"2,067",0,
"std::_Debug_pointer<std::_Loop_vals_t>",1,0.01,1,0.01,552,0,552,0,
"std::_Debug_pointer<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,1,0.01,555,0,555,0,
"std::_Debug_pointer<unsigned int>",1,0.01,1,0.01,553,0,553,0,
"std::_Debug_range<char const *>",1,0.01,1,0.01,583,0,583,0,
"std::_Debug_range<std::_Loop_vals_t *>",1,0.01,3,0.04,584,0,584,0,
"std::_Debug_range<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > > >",1,0.01,56,0.76,584,0,584,0,
"std::_Debug_range<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > > >",1,0.01,14,0.19,585,0,585,0,
"std::_Debug_range<unsigned int *>",1,0.01,1,0.01,583,0,583,0,
